SYSTEMATIC.name	GO.id	GO.term
YAL035W	GO:0022627	C:cytosolic small ribosomal subunit
YAL035W	GO:0033290	C:eukaryotic 48S preinitiation complex
YAL035W	GO:0005739	C:mitochondrion
YAL035W	GO:0005525	F:GTP binding
YAL035W	GO:0003924	F:GTPase activity
YAL035W	GO:0046872	F:metal ion binding
YAL035W	GO:0043022	F:ribosome binding
YAL035W	GO:0070181	F:small ribosomal subunit rRNA binding
YAL035W	GO:0003743	F:translation initiation factor activity
YAL035W	GO:0031369	F:translation initiation factor binding
YAL035W	GO:0042256	P:cytosolic ribosome assembly
YAL035W	GO:0001732	P:formation of cytoplasmic translation initiation complex
YAL035W	GO:0000462	P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YAL035W	GO:0006446	P:regulation of translational initiation
YAL035W	GO:0042255	P:ribosome assembly
YAL035W	GO:0006413	P:translational initiation
YAL036C	GO:0005737	C:cytoplasm
YAL036C	GO:0010494	C:cytoplasmic stress granule
YAL036C	GO:0005525	F:GTP binding
YAL036C	GO:0003924	F:GTPase activity
YAL036C	GO:0002181	P:cytoplasmic translation
YAL036C	GO:1903833	P:positive regulation of cellular response to amino acid starvation
YAL038W	GO:0005737	C:cytoplasm
YAL038W	GO:0005886	C:plasma membrane
YAL038W	GO:0005524	F:ATP binding
YAL038W	GO:0016301	F:kinase activity
YAL038W	GO:0000287	F:magnesium ion binding
YAL038W	GO:0030955	F:potassium ion binding
YAL038W	GO:0004743	F:pyruvate kinase activity
YAL038W	GO:0006096	P:glycolytic process
YAL038W	GO:0016310	P:phosphorylation
YAL038W	GO:0006090	P:pyruvate metabolic process
YAL039C	GO:0005743	C:mitochondrial inner membrane
YAL039C	GO:0005758	C:mitochondrial intermembrane space
YAL039C	GO:0005739	C:mitochondrion
YAL039C	GO:0004408	F:holocytochrome-c synthase activity
YAL039C	GO:0046872	F:metal ion binding
YAL039C	GO:0018063	P:cytochrome c-heme linkage
YAL040C	GO:0000307	C:cyclin-dependent protein kinase holoenzyme complex
YAL040C	GO:0005737	C:cytoplasm
YAL040C	GO:0005634	C:nucleus
YAL040C	GO:0005816	C:spindle pole body
YAL040C	GO:0016538	F:cyclin-dependent protein serine/threonine kinase regulator activity
YAL040C	GO:0051301	P:cell division
YAL040C	GO:0044772	P:mitotic cell cycle phase transition
YAL040C	GO:1902806	P:regulation of cell cycle G1/S phase transition
YAL040C	GO:0001932	P:regulation of protein phosphorylation
YAL040C	GO:0006357	P:regulation of transcription by RNA polymerase II
YAL040C	GO:0007089	P:traversing start control point of mitotic cell cycle
YAL040C	GO:0042144	P:vacuole fusion, non-autophagic
YAL040C	GO:0007033	P:vacuole organization
YAL041W	GO:0120171	C:Cdc24p-Far1p-Gbetagamma complex
YAL041W	GO:0005938	C:cell cortex
YAL041W	GO:0005935	C:cellular bud neck
YAL041W	GO:0005934	C:cellular bud tip
YAL041W	GO:0005737	C:cytoplasm
YAL041W	GO:0000935	C:division septum
YAL041W	GO:0000131	C:incipient cellular bud site
YAL041W	GO:0043332	C:mating projection tip
YAL041W	GO:0005634	C:nucleus
YAL041W	GO:0120157	C:PAR polarity complex
YAL041W	GO:0005085	F:guanyl-nucleotide exchange factor activity
YAL041W	GO:0000282	P:cellular bud site selection
YAL041W	GO:0043577	P:chemotropism
YAL041W	GO:0030010	P:establishment of cell polarity
YAL041W	GO:0035556	P:intracellular signal transduction
YAL041W	GO:0072697	P:protein localization to cell cortex
YAL041W	GO:0007096	P:regulation of exit from mitosis
YAL041W	GO:0010969	P:regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
YAL041W	GO:0035023	P:regulation of Rho protein signal transduction
YAL041W	GO:0031106	P:septin ring organization
YAL042W	GO:0030134	C:COPII-coated ER to Golgi transport vesicle
YAL042W	GO:0005783	C:endoplasmic reticulum
YAL042W	GO:0005789	C:endoplasmic reticulum membrane
YAL042W	GO:0000139	C:Golgi membrane
YAL042W	GO:0016020	C:membrane
YAL042W	GO:0061852	C:retrograde transporter complex, Golgi to ER
YAL042W	GO:0006888	P:endoplasmic reticulum to Golgi vesicle-mediated transport
YAL042W	GO:0015031	P:protein transport
YAL042W	GO:0006890	P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
YAL043C	GO:0005847	C:mRNA cleavage and polyadenylation specificity factor complex
YAL043C	GO:0005634	C:nucleus
YAL043C	GO:0006378	P:mRNA polyadenylation
YAL043C	GO:0030846	P:termination of RNA polymerase II transcription, poly(A)-coupled
YAL043C	GO:0008033	P:tRNA processing
YAL044C	GO:0005737	C:cytoplasm
YAL044C	GO:0005960	C:glycine cleavage complex
YAL044C	GO:0005739	C:mitochondrion
YAL044C	GO:0006546	P:glycine catabolic process
YAL044C	GO:0019464	P:glycine decarboxylation via glycine cleavage system
YAL044C	GO:0006730	P:one-carbon metabolic process
YAL044C	GO:0009249	P:protein lipoylation
YAL044W-A	GO:1990229	C:iron-sulfur cluster assembly complex
YAL044W-A	GO:0005759	C:mitochondrial matrix
YAL044W-A	GO:0005739	C:mitochondrion
YAL044W-A	GO:0044572	P:[4Fe-4S] cluster assembly
YAL044W-A	GO:0006879	P:intracellular iron ion homeostasis
YAL044W-A	GO:0016226	P:iron-sulfur cluster assembly
YAL044W-A	GO:0106035	P:protein maturation by [4Fe-4S] cluster transfer
YAL046C	GO:1990229	C:iron-sulfur cluster assembly complex
YAL046C	GO:0005759	C:mitochondrial matrix
YAL046C	GO:0005739	C:mitochondrion
YAL046C	GO:0006879	P:intracellular iron ion homeostasis
YAL046C	GO:0016226	P:iron-sulfur cluster assembly
YAL046C	GO:0106035	P:protein maturation by [4Fe-4S] cluster transfer
YAL047C	GO:1905721	C:mitotic spindle astral microtubule end
YAL047C	GO:0061499	C:outer plaque of mitotic spindle pole body
YAL047C	GO:0005824	C:outer plaque of spindle pole body
YAL047C	GO:0005876	C:spindle microtubule
YAL047C	GO:0005816	C:spindle pole body
YAL047C	GO:0099609	F:microtubule lateral binding
YAL047C	GO:0051010	F:microtubule plus-end binding
YAL047C	GO:0044877	F:protein-containing complex binding
YAL047C	GO:1990734	P:astral microtubule anchoring at mitotic spindle pole body
YAL047C	GO:0030953	P:astral microtubule organization
YAL047C	GO:0051301	P:cell division
YAL047C	GO:0031122	P:cytoplasmic microtubule organization
YAL047C	GO:0110121	P:gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body
YAL047C	GO:0000741	P:karyogamy
YAL047C	GO:0007020	P:microtubule nucleation
YAL047C	GO:0031578	P:mitotic spindle orientation checkpoint signaling
YAL048C	GO:0032865	C:ERMES complex
YAL048C	GO:0005741	C:mitochondrial outer membrane
YAL048C	GO:0005739	C:mitochondrion
YAL048C	GO:0098799	C:outer mitochondrial membrane protein complex
YAL048C	GO:0005509	F:calcium ion binding
YAL048C	GO:0005525	F:GTP binding
YAL048C	GO:0003924	F:GTPase activity
YAL048C	GO:0007015	P:actin filament organization
YAL048C	GO:0015886	P:heme transport
YAL048C	GO:0000001	P:mitochondrion inheritance
YAL048C	GO:0007005	P:mitochondrion organization
YAL048C	GO:1990456	P:mitochondrion-endoplasmic reticulum membrane tethering
YAL048C	GO:0055091	P:phospholipid homeostasis
YAL048C	GO:0010821	P:regulation of mitochondrion organization
YAL048C	GO:0007165	P:signal transduction
YAL048C	GO:0007264	P:small GTPase mediated signal transduction
YAL049C	GO:0005737	C:cytoplasm
YAL049C	GO:0016787	F:hydrolase activity
YAL051W	GO:0005634	C:nucleus
YAL051W	GO:0089716	C:Pip2-Oaf1 complex
YAL051W	GO:0005667	C:transcription regulator complex
YAL051W	GO:0001228	F:DNA-binding transcription activator activity, RNA polymerase II-specific
YAL051W	GO:0000981	F:DNA-binding transcription factor activity, RNA polymerase II-specific
YAL051W	GO:0043565	F:sequence-specific DNA binding
YAL051W	GO:0008270	F:zinc ion binding
YAL051W	GO:0006631	P:fatty acid metabolic process
YAL051W	GO:0007031	P:peroxisome organization
YAL051W	GO:0032000	P:positive regulation of fatty acid beta-oxidation
YAL051W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YAL051W	GO:0061429	P:positive regulation of transcription from RNA polymerase II promoter by oleic acid
YAL051W	GO:0006355	P:regulation of DNA-templated transcription
YAL051W	GO:0030435	P:sporulation resulting in formation of a cellular spore
YAL053W	GO:0005737	C:cytoplasm
YAL053W	GO:0005783	C:endoplasmic reticulum
YAL053W	GO:0005789	C:endoplasmic reticulum membrane
YAL053W	GO:0015230	F:FAD transmembrane transporter activity
YAL053W	GO:0055074	P:calcium ion homeostasis
YAL053W	GO:0071476	P:cellular hypotonic response
YAL053W	GO:0015883	P:FAD transport
YAL053W	GO:0009272	P:fungal-type cell wall biogenesis
YAL053W	GO:0006457	P:protein folding
YAL053W	GO:0030148	P:sphingolipid biosynthetic process
YAL053W	GO:0055085	P:transmembrane transport
YAL054C	GO:0005829	C:cytosol
YAL054C	GO:0005783	C:endoplasmic reticulum
YAL054C	GO:0005739	C:mitochondrion
YAL054C	GO:0005634	C:nucleus
YAL054C	GO:0003987	F:acetate-CoA ligase activity
YAL054C	GO:0016880	F:acid-ammonia (or amide) ligase activity
YAL054C	GO:0016208	F:AMP binding
YAL054C	GO:0005524	F:ATP binding
YAL054C	GO:0019654	P:acetate fermentation
YAL054C	GO:0006085	P:acetyl-CoA biosynthetic process
YAL054C	GO:0019427	P:acetyl-CoA biosynthetic process from acetate
YAL055W	GO:0005737	C:cytoplasm
YAL055W	GO:0005778	C:peroxisomal membrane
YAL055W	GO:0097027	F:ubiquitin-protein transferase activator activity
YAL055W	GO:1902499	P:positive regulation of protein autoubiquitination
YAL055W	GO:0031398	P:positive regulation of protein ubiquitination
YAL055W	GO:0016562	P:protein import into peroxisome matrix, receptor recycling
YAL056W	GO:0005737	C:cytoplasm
YAL056W	GO:0005739	C:mitochondrion
YAL056W	GO:0005886	C:plasma membrane
YAL056W	GO:0004862	F:cAMP-dependent protein kinase inhibitor activity
YAL056W	GO:0032794	F:GTPase activating protein binding
YAL056W	GO:0030437	P:ascospore formation
YAL056W	GO:0010255	P:glucose mediated signaling pathway
YAL056W	GO:0001403	P:invasive growth in response to glucose limitation
YAL056W	GO:0046580	P:negative regulation of Ras protein signal transduction
YAL056W	GO:0007124	P:pseudohyphal growth
YAL058W	GO:0005783	C:endoplasmic reticulum
YAL058W	GO:0005789	C:endoplasmic reticulum membrane
YAL058W	GO:0005509	F:calcium ion binding
YAL058W	GO:0030246	F:carbohydrate binding
YAL058W	GO:0051082	F:unfolded protein binding
YAL058W	GO:0006457	P:protein folding
YAL058W	GO:0030433	P:ubiquitin-dependent ERAD pathway
YAL059W	GO:0005737	C:cytoplasm
YAL059W	GO:0005730	C:nucleolus
YAL059W	GO:0005634	C:nucleus
YAL059W	GO:0030687	C:preribosome, large subunit precursor
YAL059W	GO:0000055	P:ribosomal large subunit export from nucleus
YAL060W	GO:0005737	C:cytoplasm
YAL060W	GO:0000721	F:(R,R)-butanediol dehydrogenase activity
YAL060W	GO:0008270	F:zinc ion binding
YAL060W	GO:0006066	P:alcohol metabolic process
YAL060W	GO:0034079	P:butanediol biosynthetic process
YAL061W	GO:0005737	C:cytoplasm
YAL061W	GO:0005634	C:nucleus
YAL061W	GO:0000721	F:(R,R)-butanediol dehydrogenase activity
YAL061W	GO:0052587	F:diacetyl reductase ((R)-acetoin forming) activity
YAL061W	GO:0016616	F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
YAL061W	GO:0008270	F:zinc ion binding
YAL061W	GO:0034079	P:butanediol biosynthetic process
YAL062W	GO:0005829	C:cytosol
YAL062W	GO:0005739	C:mitochondrion
YAL062W	GO:0005634	C:nucleus
YAL062W	GO:0004354	F:glutamate dehydrogenase (NADP+) activity
YAL062W	GO:0006537	P:glutamate biosynthetic process
YAL063C	GO:0005576	C:extracellular region
YAL063C	GO:0009277	C:fungal-type cell wall
YAL063C	GO:0098552	C:side of membrane
YAL063C	GO:0005537	F:mannose binding
YAL063C	GO:0031589	P:cell-substrate adhesion
YAL063C	GO:0000128	P:flocculation
YAL064W-B	GO:0005783	C:endoplasmic reticulum
YAL064W-B	GO:0016020	C:membrane
YAL065C	GO:0016020	C:membrane
YAL067C	GO:0071944	C:cell periphery
YAL067C	GO:0016020	C:membrane
YAL067C	GO:0015124	F:allantoate transmembrane transporter activity
YAL067C	GO:0022857	F:transmembrane transporter activity
YAL067C	GO:0055085	P:transmembrane transport
YAL068C	GO:0009277	C:fungal-type cell wall
YAL068C	GO:0005199	F:structural constituent of cell wall
YAL068C	GO:0031505	P:fungal-type cell wall organization
YAR002C-A	GO:0030134	C:COPII-coated ER to Golgi transport vesicle
YAR002C-A	GO:0005783	C:endoplasmic reticulum
YAR002C-A	GO:0005789	C:endoplasmic reticulum membrane
YAR002C-A	GO:0005793	C:endoplasmic reticulum-Golgi intermediate compartment
YAR002C-A	GO:0005794	C:Golgi apparatus
YAR002C-A	GO:0005798	C:Golgi-associated vesicle
YAR002C-A	GO:0005739	C:mitochondrion
YAR002C-A	GO:0006888	P:endoplasmic reticulum to Golgi vesicle-mediated transport
YAR002C-A	GO:0007030	P:Golgi organization
YAR002C-A	GO:0006886	P:intracellular protein transport
YAR002C-A	GO:0006621	P:protein retention in ER lumen
YAR002C-A	GO:0006900	P:vesicle budding from membrane
YAR002W	GO:0005829	C:cytosol
YAR002W	GO:0005635	C:nuclear envelope
YAR002W	GO:0031965	C:nuclear membrane
YAR002W	GO:0005643	C:nuclear pore
YAR002W	GO:0044613	C:nuclear pore central transport channel
YAR002W	GO:0044615	C:nuclear pore nuclear basket
YAR002W	GO:0005634	C:nucleus
YAR002W	GO:0005543	F:phospholipid binding
YAR002W	GO:0017056	F:structural constituent of nuclear pore
YAR002W	GO:0051276	P:chromosome organization
YAR002W	GO:0006302	P:double-strand break repair
YAR002W	GO:0008298	P:intracellular mRNA localization
YAR002W	GO:0031990	P:mRNA export from nucleus in response to heat stress
YAR002W	GO:0006607	P:NLS-bearing protein import into nucleus
YAR002W	GO:0006913	P:nucleocytoplasmic transport
YAR002W	GO:0016973	P:poly(A)+ mRNA export from nucleus
YAR002W	GO:0000973	P:post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
YAR002W	GO:0006611	P:protein export from nucleus
YAR002W	GO:0060188	P:regulation of protein desumoylation
YAR002W	GO:0030466	P:silent mating-type cassette heterochromatin formation
YAR002W	GO:0034398	P:telomere tethering at nuclear periphery
YAR002W	GO:0000972	P:transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
YAR003W	GO:0000781	C:chromosome, telomeric region
YAR003W	GO:0005634	C:nucleus
YAR003W	GO:0048188	C:Set1C/COMPASS complex
YAR003W	GO:0006355	P:regulation of DNA-templated transcription
YAR003W	GO:0031509	P:subtelomeric heterochromatin formation
YAR003W	GO:0000723	P:telomere maintenance
YAR007C	GO:0000781	C:chromosome, telomeric region
YAR007C	GO:0000794	C:condensed nuclear chromosome
YAR007C	GO:0005737	C:cytoplasm
YAR007C	GO:0005829	C:cytosol
YAR007C	GO:0005662	C:DNA replication factor A complex
YAR007C	GO:0005634	C:nucleus
YAR007C	GO:0003690	F:double-stranded DNA binding
YAR007C	GO:0046872	F:metal ion binding
YAR007C	GO:0003729	F:mRNA binding
YAR007C	GO:0043565	F:sequence-specific DNA binding
YAR007C	GO:0003697	F:single-stranded DNA binding
YAR007C	GO:0006281	P:DNA repair
YAR007C	GO:0006260	P:DNA replication
YAR007C	GO:0006265	P:DNA topological change
YAR007C	GO:0006268	P:DNA unwinding involved in DNA replication
YAR007C	GO:0000724	P:double-strand break repair via homologous recombination
YAR007C	GO:0045184	P:establishment of protein localization
YAR007C	GO:0030491	P:heteroduplex formation
YAR007C	GO:0006312	P:mitotic recombination
YAR007C	GO:0006289	P:nucleotide-excision repair
YAR007C	GO:0016567	P:protein ubiquitination
YAR007C	GO:0007131	P:reciprocal meiotic recombination
YAR007C	GO:0043934	P:sporulation
YAR007C	GO:0000723	P:telomere maintenance
YAR007C	GO:0000722	P:telomere maintenance via recombination
YAR007C	GO:0007004	P:telomere maintenance via telomerase
YAR007C	GO:0010833	P:telomere maintenance via telomere lengthening
YAR008W	GO:0012505	C:endomembrane system
YAR008W	GO:0005741	C:mitochondrial outer membrane
YAR008W	GO:0005739	C:mitochondrion
YAR008W	GO:0000214	C:tRNA-intron endonuclease complex
YAR008W	GO:0016829	F:lyase activity
YAR008W	GO:0003676	F:nucleic acid binding
YAR008W	GO:0000213	F:tRNA-intron endonuclease activity
YAR008W	GO:0000379	P:tRNA-type intron splice site recognition and cleavage
YAR009C	GO:0005737	C:cytoplasm
YAR009C	GO:0005634	C:nucleus
YAR009C	GO:0000943	C:retrotransposon nucleocapsid
YAR009C	GO:0003677	F:DNA binding
YAR009C	GO:0003887	F:DNA-directed DNA polymerase activity
YAR009C	GO:0046872	F:metal ion binding
YAR009C	GO:0008233	F:peptidase activity
YAR009C	GO:0003723	F:RNA binding
YAR009C	GO:0004540	F:RNA nuclease activity
YAR009C	GO:0003964	F:RNA-directed DNA polymerase activity
YAR009C	GO:0004523	F:RNA-DNA hybrid ribonuclease activity
YAR009C	GO:0015074	P:DNA integration
YAR009C	GO:0006310	P:DNA recombination
YAR009C	GO:0032197	P:retrotransposition
YAR010C	GO:0005737	C:cytoplasm
YAR010C	GO:0000943	C:retrotransposon nucleocapsid
YAR010C	GO:0003723	F:RNA binding
YAR010C	GO:0032197	P:retrotransposition
YAR014C	GO:0051286	C:cell tip
YAR014C	GO:0005935	C:cellular bud neck
YAR014C	GO:0005934	C:cellular bud tip
YAR014C	GO:0005737	C:cytoplasm
YAR014C	GO:0000131	C:incipient cellular bud site
YAR014C	GO:1990615	C:Kelch-containing formin regulatory complex
YAR014C	GO:0015630	C:microtubule cytoskeleton
YAR014C	GO:0005634	C:nucleus
YAR014C	GO:0000164	C:protein phosphatase type 1 complex
YAR014C	GO:0019888	F:protein phosphatase regulator activity
YAR014C	GO:0000282	P:cellular bud site selection
YAR014C	GO:0007010	P:cytoskeleton organization
YAR014C	GO:0030950	P:establishment or maintenance of actin cytoskeleton polarity
YAR014C	GO:0030837	P:negative regulation of actin filament polymerization
YAR014C	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YAR014C	GO:0008360	P:regulation of cell shape
YAR014C	GO:0032465	P:regulation of cytokinesis
YAR014C	GO:0006355	P:regulation of DNA-templated transcription
YAR014C	GO:0090337	P:regulation of formin-nucleated actin cable assembly
YAR014C	GO:0032880	P:regulation of protein localization
YAR014C	GO:0060627	P:regulation of vesicle-mediated transport
YAR015W	GO:0005737	C:cytoplasm
YAR015W	GO:0005634	C:nucleus
YAR015W	GO:0005524	F:ATP binding
YAR015W	GO:0004639	F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
YAR015W	GO:0006189	P:'de novo' IMP biosynthetic process
YAR015W	GO:0006164	P:purine nucleotide biosynthetic process
YAR018C	GO:0005737	C:cytoplasm
YAR018C	GO:0044732	C:mitotic spindle pole body
YAR018C	GO:0005634	C:nucleus
YAR018C	GO:0005524	F:ATP binding
YAR018C	GO:0004672	F:protein kinase activity
YAR018C	GO:0106310	F:protein serine kinase activity
YAR018C	GO:0004674	F:protein serine/threonine kinase activity
YAR018C	GO:0007059	P:chromosome segregation
YAR018C	GO:0006468	P:protein phosphorylation
YAR019C	GO:0005935	C:cellular bud neck
YAR019C	GO:0005737	C:cytoplasm
YAR019C	GO:0000922	C:spindle pole
YAR019C	GO:0005816	C:spindle pole body
YAR019C	GO:0005524	F:ATP binding
YAR019C	GO:0004672	F:protein kinase activity
YAR019C	GO:0106310	F:protein serine kinase activity
YAR019C	GO:0004674	F:protein serine/threonine kinase activity
YAR019C	GO:0051229	P:meiotic spindle disassembly
YAR019C	GO:0000281	P:mitotic cytokinesis
YAR019C	GO:1904750	P:negative regulation of protein localization to nucleolus
YAR019C	GO:0016310	P:phosphorylation
YAR019C	GO:1903024	P:positive regulation of ascospore-type prospore membrane formation
YAR019C	GO:0007096	P:regulation of exit from mitosis
YAR023C	GO:0016020	C:membrane
YAR027W	GO:0000329	C:fungal-type vacuole membrane
YAR027W	GO:0005635	C:nuclear envelope
YAR027W	GO:0031965	C:nuclear membrane
YAR027W	GO:0005886	C:plasma membrane
