SYSTEMATIC.name	SYMBOL	DOMAIN.id	DOMAIN.name	DOMAIN.start	DOMAIN.end
YKL192C	ACP1	2130447	Phosphopantetheine binding ACP domain	43	122
YKL192C	ACP1	2146151	Acyl carrier protein (ACP)	48	122
YKL192C	ACP1	2146152	Phosphopantetheine binding ACP domain	63	118
YKL192C	ACP1	2146153	Phosphopantetheine attachment site	77	92
YKL192C	ACP1	2146154	ACP-like superfamily	41	121
YKL192C	ACP1	2146155	Acyl carrier protein (ACP)	47	121
YKL192C	ACP1	2169166	Acyl carrier protein (ACP)	22	123
YKL192C	ACP1	2169167	Acyl carrier protein	32	124
YAL054C	ACS1	2127364	ANL, N-terminal domain	74	576
YAL054C	ACS1	2127460	AMP-binding enzyme, C-terminal domain superfamily	577	713
YAL054C	ACS1	2157616	AMP-dependent synthetase/ligase domain	139	581
YAL054C	ACS1	2157617	AMP-binding enzyme, C-terminal domain	590	675
YAL054C	ACS1	2157618	Acetyl-coenzyme A synthetase, N-terminal domain	76	137
YAL054C	ACS1	2157619	AMP-binding, conserved site	317	328
YAL054C	ACS1	2157620	Acetyl-CoA synthetase-like	75	708
YAL054C	ACS1	2157621	Acetate-CoA ligase	73	709
YAL054C	ACS1	2163016	ACS	74	700
YAL054C	ACS1	2163017	Acetyl-coenzyme A synthetase	57	576
YAL054C	ACS1	2163018	Acetyl-coenzyme A synthetase	577	713
YAL054C	ACS1	2163019	ACETYL-COENZYME A SYNTHETASE	67	709
YLR153C	ACS2	2130573	AMP-binding enzyme, C-terminal domain superfamily	534	675
YLR153C	ACS2	2135621	ANL, N-terminal domain	31	533
YLR153C	ACS2	2155498	AMP-dependent synthetase/ligase domain	98	538
YLR153C	ACS2	2155499	AMP-binding enzyme, C-terminal domain	547	637
YLR153C	ACS2	2155500	Acetyl-coenzyme A synthetase, N-terminal domain	40	96
YLR153C	ACS2	2155501	AMP-binding, conserved site	275	286
YLR153C	ACS2	2155502	Acetyl-CoA synthetase-like	39	667
YLR153C	ACS2	2155503	Acetate-CoA ligase	35	671
YLR153C	ACS2	2170192	Acetyl-coenzyme A synthetase	534	677
YLR153C	ACS2	2170193	Acetyl-coenzyme A synthetase	20	533
YLR153C	ACS2	2170194	ACS	38	662
YLR153C	ACS2	2170195	ACETYL-COENZYME A SYNTHETASE	31	674
YFL039C	ACT1	2128849	-	138	338
YFL039C	ACT1	2133819	-	8	369
YFL039C	ACT1	2133820	Actin; Chain A, domain 4	180	271
YFL039C	ACT1	2157276	Actin family	4	375
YFL039C	ACT1	2157277	Actin family	26	35
YFL039C	ACT1	2157278	Actin family	49	60
YFL039C	ACT1	2157279	Actin family	61	83
YFL039C	ACT1	2157280	Actin family	115	128
YFL039C	ACT1	2157281	Actin family	140	159
YFL039C	ACT1	2157282	Actin family	236	252
YFL039C	ACT1	2157283	Actin, conserved site	53	63
YFL039C	ACT1	2157284	Actin, conserved site	356	364
YFL039C	ACT1	2157285	Actin/actin-like conserved site	104	116
YFL039C	ACT1	2157286	Actin family	5	375
YFL039C	ACT1	2157287	ATPase, nucleotide binding domain	4	153
YFL039C	ACT1	2157288	ATPase, nucleotide binding domain	147	375
YFL039C	ACT1	2175218	NBD_sugar-kinase_HSP70_actin	8	181
YFL039C	ACT1	2175219	Actin, muscle	180	271
YFL039C	ACT1	2175220	Putative actin-related protein 5	339	367
YFL039C	ACT1	2175221	Actin, alpha skeletal muscle	1	148
YFL039C	ACT1	2175222	Major actin	252	338
YFL039C	ACT1	2175223	Actin family	7	368
YDR448W	ADA2	2133268	-	60	110
YDR448W	ADA2	2133269	SANT/Myb domain	65	108
YDR448W	ADA2	2133270	Winged helix-like DNA-binding domain superfamily	357	431
YDR448W	ADA2	2133271	Zinc finger, ZZ-type superfamily	1	53
YDR448W	ADA2	2157762	SANT/Myb domain	64	107
YDR448W	ADA2	2157763	Zinc finger, ZZ-type	1	46
YDR448W	ADA2	2157764	Transcriptional adaptor 2	1	434
YDR448W	ADA2	2157765	Zinc finger, ZZ-type	7	34
YDR448W	ADA2	2157766	SWIRM domain	349	434
YDR448W	ADA2	2157767	SANT domain	60	112
YDR448W	ADA2	2157768	Zinc finger, ZZ-type	1	46
YDR448W	ADA2	2157769	SANT/Myb domain	61	110
YDR448W	ADA2	2157770	Homeobox-like domain superfamily	58	111
YDR448W	ADA2	2157771	Homeobox-like domain superfamily	342	434
YDR448W	ADA2	2157772	RING/U-box	5	68
YDR448W	ADA2	2165601	SANT/Myb domain	65	107
YDR448W	ADA2	2165602	Transcriptional adapter 2	1	53
YDR448W	ADA2	2165603	Transcriptional adapter 2	58	110
YDR448W	ADA2	2165604	TRANSCRIPTIONAL ADAPTOR 2  ADA2 -RELATED	5	431
YDR448W	ADA2	2165605	Transcriptional adapter 2	350	434
YDR448W	ADA2	2165606	ADA2-like, zinc finger, ZZ-type	5	53
YDR448W	ADA2	2165607	Zinc finger, ZZ-type	2	58
YKL206C	ADD66	2130302	Proteasome assembly chaperone 2 superfamily	1	139
YKL206C	ADD66	2135295	Proteasome assembly chaperone 2	4	179
YKL206C	ADD66	2135296	Proteasome assembly chaperone 2 superfamily	156	267
YKL206C	ADD66	2148523	Proteasome assembly chaperone 2, eukaryotic	1	267
YKL206C	ADD66	2168932	Proteasome assembly chaperone 2, eukaryotic	2	257
YAR015W	ADE1	2127450	-	113	258
YAR015W	ADE1	2127451	Phosphorylase Kinase; domain 1	1	112
YAR015W	ADE1	2127452	PHOSPHORIBOSYLAMINOIMIDAZOLE-SUCCINOCARBOXAMIDE SYNTHASE	3	305
YAR015W	ADE1	2128832	SAICAR synthetase/ADE2, N-terminal	15	278
YAR015W	ADE1	2145064	SAICAR synthetase/ADE2, N-terminal	12	301
YAR015W	ADE1	2145065	SAICAR synthetase, conserved site	114	128
YAR015W	ADE1	2145066	SAICAR synthetase, conserved site	213	221
YAR015W	ADE1	2145067	SAICAR synthase-like	12	304
YAR015W	ADE1	2145068	Phosphoribosylaminoimidazole-succinocarboxamide synthase	1	306
YAR015W	ADE1	2163001	SAICAR_synt_Sc	14	301
YAR015W	ADE1	2163002	Phosphoribosylaminoimidazole-succinocarboxamide synthase	114	258
YAR015W	ADE1	2163003	Phosphoribosylaminoimidazole-succinocarboxamide synthase	1	112
YNL220W	ADE12	2131183	Adenylosuccinate synthetase, domain 2	101	206
YNL220W	ADE12	2136714	Adenylosuccinate synthetase, domain 3	272	432
YNL220W	ADE12	2136715	Adenylosuccinate synthetase, domain 1	4	271
YNL220W	ADE12	2157314	Adenylosuccinate synthetase	1	433
YNL220W	ADE12	2157315	Adenylosuccinate synthetase	4	427
YNL220W	ADE12	2157316	Adenylosuccinate synthase, active site	137	148
YNL220W	ADE12	2157317	Adenylosuccinate synthase, GTP-binding site	9	16
YNL220W	ADE12	2157318	Adenylosuccinate synthetase	2	429
YNL220W	ADE12	2157319	P-loop containing nucleoside triphosphate hydrolase	2	429
YNL220W	ADE12	2157320	Adenylosuccinate synthetase	4	430
YNL220W	ADE12	2171938	Adenylosuccinate synthetase, chloroplastic	101	206
YNL220W	ADE12	2171939	Adenylosuccinate synthetase	272	432
YNL220W	ADE12	2171940	Adenylosuccinate synthetase	1	429
YNL220W	ADE12	2171941	Adenylosuccinate synthetase	2	429
YLR359W	ADE13	2130726	Fumarase/aspartase (Central domain)	14	455
YLR359W	ADE13	2130727	-	372	446
YLR359W	ADE13	2130728	-	25	239
YLR359W	ADE13	2130729	Fumarate lyase, N-terminal	37	304
YLR359W	ADE13	2159587	Adenylosuccinate lyase C-terminal	375	457
YLR359W	ADE13	2159588	Fumarate lyase family	148	166
YLR359W	ADE13	2159589	Fumarate lyase family	242	269
YLR359W	ADE13	2159590	Fumarate lyase family	285	301
YLR359W	ADE13	2159591	Fumarate lyase, conserved site	285	294
YLR359W	ADE13	2159592	Adenylosuccinate lyase C-terminal	374	458
YLR359W	ADE13	2159593	L-Aspartase-like	9	459
YLR359W	ADE13	2159594	Adenylosuccinate lyase	11	458
YLR359W	ADE13	2170498	Adenylosuccinate lyase	372	446
YLR359W	ADE13	2170499	Adenylsuccinate_lyase_2	11	449
YLR359W	ADE13	2170500	Adenylosuccinate lyase	25	127
YLR359W	ADE13	2170501	ADENYLOSUCCINATE LYASE	2	476
YLR028C	ADE16	2130331	Methylglyoxal synthase-like domain	1	147
YLR028C	ADE16	2135858	AICAR transformylase, insert domain superfamily	475	517
YLR028C	ADE16	2135859	AICAR transformylase, duplicated domain superfamily	376	580
YLR028C	ADE16	2135860	Methylglyoxal synthase-like domain superfamily	2	196
YLR028C	ADE16	2157123	AICAR transformylase, duplicated domain superfamily	227	372
YLR028C	ADE16	2157124	Bifunctional purine biosynthesis protein PurH-like	5	591
YLR028C	ADE16	2157125	Bifunctional purine biosynthesis protein PurH-like	136	460
YLR028C	ADE16	2157126	Methylglyoxal synthase-like domain	17	131
YLR028C	ADE16	2157127	Bifunctional purine biosynthesis protein PurH-like	1	591
YLR028C	ADE16	2157128	Bifunctional purine biosynthesis protein PurH-like	136	461
YLR028C	ADE16	2157129	Methylglyoxal synthase-like domain	17	131
YLR028C	ADE16	2157130	Methylglyoxal synthase-like domain superfamily	5	196
YLR028C	ADE16	2157131	Cytidine deaminase-like	201	591
YLR028C	ADE16	2157132	Bifunctional purine biosynthesis protein PurH-like	6	545
YLR028C	ADE16	2169964	Bifunctional purine biosynthesis protein	227	372
YLR028C	ADE16	2169965	Bifunctional purine biosynthesis protein	2	196
YLR028C	ADE16	2169966	Bifunctional purine biosynthesis protein PurH-like	5	591
YLR028C	ADE16	2169967	IMPCH	6	192
YLR028C	ADE16	2169968	Bifunctional purine biosynthesis protein PURH	475	517
YMR120C	ADE17	2131160	Methylglyoxal synthase-like domain	1	147
YMR120C	ADE17	2136264	AICAR transformylase, insert domain superfamily	475	518
YMR120C	ADE17	2136265	Methylglyoxal synthase-like domain superfamily	2	196
YMR120C	ADE17	2136266	AICAR transformylase, duplicated domain superfamily	376	580
YMR120C	ADE17	2149025	AICAR transformylase, duplicated domain superfamily	227	372
YMR120C	ADE17	2149026	Bifunctional purine biosynthesis protein PurH-like	5	592
YMR120C	ADE17	2149027	Bifunctional purine biosynthesis protein PurH-like	136	460
YMR120C	ADE17	2149028	Methylglyoxal synthase-like domain	17	131
YMR120C	ADE17	2149029	Bifunctional purine biosynthesis protein PurH-like	1	592
YMR120C	ADE17	2149030	Bifunctional purine biosynthesis protein PurH-like	136	461
YMR120C	ADE17	2149031	Methylglyoxal synthase-like domain	17	131
YMR120C	ADE17	2149032	Methylglyoxal synthase-like domain superfamily	5	196
YMR120C	ADE17	2149033	Cytidine deaminase-like	201	592
YMR120C	ADE17	2149034	Bifunctional purine biosynthesis protein PurH-like	6	546
YMR120C	ADE17	2171494	Bifunctional purine biosynthesis protein	1	196
YMR120C	ADE17	2171495	Bifunctional purine biosynthesis protein	227	372
YMR120C	ADE17	2171496	IMPCH	6	192
YMR120C	ADE17	2171497	Bifunctional purine biosynthesis protein PURH	475	518
YMR120C	ADE17	2171498	Bifunctional purine biosynthesis protein PurH-like	5	592
YOR128C	ADE2	2131589	-	1	113
YOR128C	ADE2	2131590	Phosphoribosylaminoimidazole carboxylase, C-terminal domain	316	375
YOR128C	ADE2	2131591	ATP-grasp fold, subdomain 1	115	184
YOR128C	ADE2	2137282	-	391	571
YOR128C	ADE2	2137283	-	187	380
YOR128C	ADE2	2143233	Phosphoribosylaminoimidazole carboxylase, ATPase subunit	5	369
YOR128C	ADE2	2143234	Class I PurE	405	556
YOR128C	ADE2	2143235	PurE domain	405	550
YOR128C	ADE2	2143236	ATP-grasp fold, ATP-dependent carboxylate-amine ligase-type	115	285
YOR128C	ADE2	2143237	Phosphoribosylaminoimidazole carboxylase, fungi/plant	1	570
YOR128C	ADE2	2143238	ATP-grasp fold	110	298
YOR128C	ADE2	2143239	PurE domain	403	552
YOR128C	ADE2	2143240	Rudiment single hybrid motif	314	383
YOR128C	ADE2	2143241	N5-CAIR mutase (phosphoribosylaminoimidazole carboxylase, PurE)	403	569
YOR128C	ADE2	2143242	Pre-ATP-grasp domain superfamily	3	102
YOR128C	ADE2	2143243	Glutathione synthetase ATP-binding domain-like	105	304
YOR128C	ADE2	2143244	Phosphoribosylaminoimidazole carboxylase, ATPase subunit	5	375
YOR128C	ADE2	2143245	PurE domain	405	559
YOR128C	ADE2	2172937	PURINE BIOSYNTHESIS PROTEIN 6/7, PUR6/7	3	457
YOR128C	ADE2	2172938	Phosphoribosylaminoimidazole carboxylase	1	114
YOR128C	ADE2	2172939	Phosphoribosylaminoimidazole carboxylase, chloroplastic	186	380
YOR128C	ADE2	2172940	Phosphoribosylaminoimidazole carboxylase	393	571
YGR204W	ADE3	2129271	-	6	276
YGR204W	ADE3	2129272	Leucine Dehydrogenase, chain A, domain 1	8	293
YGR204W	ADE3	2129273	Formyltetrahydrofolate synthetase, domain 3	833	922
YGR204W	ADE3	2129274	P-loop containing nucleoside triphosphate hydrolase	323	944
YGR204W	ADE3	2133961	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	6	122
YGR204W	ADE3	2133962	P-loop containing nucleoside triphosphate hydrolase	321	491
YGR204W	ADE3	2133963	P-loop containing nucleoside triphosphate hydrolase	508	831
YGR204W	ADE3	2139654	Formate-tetrahydrofolate ligase, FTHFS	320	946
YGR204W	ADE3	2139655	Tetrahydrofolate dehydrogenase/cyclohydrolase	3	300
YGR204W	ADE3	2139656	Formate-tetrahydrofolate ligase, FTHFS	322	946
YGR204W	ADE3	2139657	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	126	299
YGR204W	ADE3	2139658	Tetrahydrofolate dehydrogenase/cyclohydrolase	35	57
YGR204W	ADE3	2139659	Tetrahydrofolate dehydrogenase/cyclohydrolase	76	103
YGR204W	ADE3	2139660	Tetrahydrofolate dehydrogenase/cyclohydrolase	111	132
YGR204W	ADE3	2139661	Tetrahydrofolate dehydrogenase/cyclohydrolase	158	178
YGR204W	ADE3	2139662	Tetrahydrofolate dehydrogenase/cyclohydrolase	207	236
YGR204W	ADE3	2139663	Tetrahydrofolate dehydrogenase/cyclohydrolase	256	272
YGR204W	ADE3	2139664	Tetrahydrofolate dehydrogenase/cyclohydrolase	273	291
YGR204W	ADE3	2139665	Formate-tetrahydrofolate ligase, FTHFS, conserved site	423	433
YGR204W	ADE3	2139666	Formate-tetrahydrofolate ligase, FTHFS, conserved site	710	721
YGR204W	ADE3	2139667	Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site	77	102
YGR204W	ADE3	2139668	Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site	277	285
YGR204W	ADE3	2139669	NAD(P)-binding domain superfamily	124	299
YGR204W	ADE3	2139670	Aminoacid dehydrogenase-like, N-terminal domain superfamily	1	123
YGR204W	ADE3	2167146	Bifunctional protein FolD	141	276
YGR204W	ADE3	2167147	Formate-tetrahydrofolate ligase, FTHFS	335	945
YGR204W	ADE3	2167148	C-1-tetrahydrofolate synthase, cytoplasmic, putative	8	149
YGR204W	ADE3	2167149	C-1-tetrahydrofolate synthase, cytoplasmic	321	479
YGR204W	ADE3	2167150	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	118	297
YGR204W	ADE3	2167151	C1-tetrahydrofolate synthase	519	619
YGR204W	ADE3	2167152	C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC-RELATED	2	299
YGR204W	ADE3	2167153	C-1-tetrahydrofolate synthase, cytoplasmic isoform X2	554	832
YGR204W	ADE3	2167154	Putative formate--tetrahydrofolate ligase	833	922
YMR300C	ADE4	2136374	Glutamine amidotransferase domain	68	198
YMR300C	ADE4	2136375	Phosphoribosyltransferase-like	283	452
YMR300C	ADE4	2136376	Nucleophile aminohydrolases, N-terminal	2	470
YMR300C	ADE4	2136377	Phosphoribosyltransferase domain	287	400
YMR300C	ADE4	2138793	Amidophosphoribosyltransferase	1	470
YMR300C	ADE4	2138794	Amidophosphoribosyltransferase	1	487
YMR300C	ADE4	2138795	Glutamine amidotransferase type 2 domain	2	239
YMR300C	ADE4	2138796	Phosphoribosyltransferase-like	260	485
YMR300C	ADE4	2138797	Nucleophile aminohydrolases, N-terminal	2	241
YMR300C	ADE4	2138798	Amidophosphoribosyltransferase	2	470
YMR300C	ADE4	2171835	Phosphoribosyltransferase domain	285	405
YMR300C	ADE4	2171836	Amidophosphoribosyltransferase, N-terminal	2	274
YMR300C	ADE4	2171837	AMIDOPHOSPHORIBOSYLTRANSFERASE	1	484
YGL234W	ADE57	2129184	PurM-like, N-terminal domain superfamily	451	617
YGL234W	ADE57	2129185	PurM-like, N-terminal domain	504	611
YGL234W	ADE57	2129186	Phosphoribosylglycinamide synthetase, C-domain superfamily	345	450
YGL234W	ADE57	2129187	PurM-like, C-terminal domain superfamily	618	801
YGL234W	ADE57	2129188	ATP-grasp fold, subdomain 1	126	197
YGL234W	ADE57	2134369	-	2	100
YGL234W	ADE57	2134370	-	198	342
YGL234W	ADE57	2139637	Phosphoribosylglycinamide synthetase	2	440
YGL234W	ADE57	2139638	Phosphoribosylformylglycinamidine cyclo-ligase	450	802
YGL234W	ADE57	2139639	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	108	308
YGL234W	ADE57	2139640	PurM-like, C-terminal domain	625	789
YGL234W	ADE57	2139641	Phosphoribosylglycinamide synthetase, C-domain	346	438
YGL234W	ADE57	2139642	Phosphoribosylglycinamide synthetase, N-terminal	3	107
YGL234W	ADE57	2139643	Phosphoribosylglycinamide synthetase, conserved site	302	309
YGL234W	ADE57	2139644	ATP-grasp fold	114	330
YGL234W	ADE57	2139645	GARS_A_3	108	308
YGL234W	ADE57	2139646	Phosphoribosylglycinamide synthetase, C-domain	345	440
YGL234W	ADE57	2139647	Rudiment single hybrid motif	344	440
YGL234W	ADE57	2139648	Pre-ATP-grasp domain superfamily	2	107
YGL234W	ADE57	2139649	PurM-like, N-terminal domain superfamily	450	614
YGL234W	ADE57	2139650	PurM-like, C-terminal domain superfamily	622	788
YGL234W	ADE57	2139651	Glutathione synthetase ATP-binding domain-like	109	336
YGL234W	ADE57	2139652	Phosphoribosylglycinamide synthetase	2	440
YGL234W	ADE57	2139653	Phosphoribosylformylglycinamidine cyclo-ligase	450	785
YGL234W	ADE57	2166421	Phosphoribosylformylglycinamidine cyclo-ligase	449	617
YGL234W	ADE57	2166422	Phosphoribosylformylglycinamidine cyclo-ligase	483	783
YGL234W	ADE57	2166423	Phosphoribosylamine--glycine ligase, chloroplastic	3	100
YGL234W	ADE57	2166424	phosphoribosylamine--glycine ligase, chloroplastic-like	126	197
YGL234W	ADE57	2166425	Trifunctional purine biosynthetic protein adenosine-3	198	342
YGL234W	ADE57	2166426	Trifunctional purine biosynthetic protein adenosine-3	618	802
YGL234W	ADE57	2166427	Phosphoribosylformylglycinamidine cyclo-ligase	90	797
YGL234W	ADE57	2166428	Trifunctional purine biosynthetic protein adenosine-3	345	448
YGR061C	ADE6	2129193	PurM-like, N-terminal domain superfamily	251	458
YGR061C	ADE6	2129194	Phosphoribosylformylglycinamidine synthase, linker domain	184	250
YGR061C	ADE6	2129195	Phosphoribosylformylglycinamidine synthase, N-terminal	41	174
YGR061C	ADE6	2129196	PurM-like, C-terminal domain superfamily	459	645
YGR061C	ADE6	2129197	PurM-like, N-terminal domain superfamily	662	848
YGR061C	ADE6	2129198	Class I glutamine amidotransferase-like	1031	1358
YGR061C	ADE6	2129199	Phosphoribosylformylglycinamidine synthase, linker domain	207	257
YGR061C	ADE6	2129200	PurM-like, C-terminal domain	882	995
YGR061C	ADE6	2133869	PurM-like, C-terminal domain superfamily	855	1030
YGR061C	ADE6	2151096	Phosphoribosylformylglycinamidine synthase PurL	3	1358
YGR061C	ADE6	2151097	PurM-like, C-terminal domain	472	628
YGR061C	ADE6	2151098	CobB/CobQ-like glutamine amidotransferase domain	1090	1357
YGR061C	ADE6	2151099	Glutamine amidotransferase type 1 domain profile.	1093	1358
YGR061C	ADE6	2151100	GATase_5_2	1090	1357
YGR061C	ADE6	2151101	FGAM synthase PurL, linker domain	196	257
YGR061C	ADE6	2151102	Class I glutamine amidotransferase-like	1088	1357
YGR061C	ADE6	2151103	PurM-like, N-terminal domain superfamily	258	462
YGR061C	ADE6	2151104	PurM-like, N-terminal domain superfamily	670	856
YGR061C	ADE6	2151105	PurM-like, C-terminal domain superfamily	470	696
YGR061C	ADE6	2151106	PurM-like, C-terminal domain superfamily	864	1078
YGR061C	ADE6	2151107	Phosphoribosylformylglycinamidine synthase subunit PurS-like superfamily	4	174
YGR061C	ADE6	2151108	Phosphoribosylformylglycinamidine synthase PurL	6	1357
YGR061C	ADE6	2166827	Phosphoribosylformylglycinamidine synthase	460	646
YGR061C	ADE6	2166828	PurL_repeat1	242	640
YGR061C	ADE6	2166829	Phosphoribosylformylglycinamidine synthase	661	847
YGR061C	ADE6	2166830	GATase1_FGAR_AT	1093	1354
YGR061C	ADE6	2166831	Phosphoribosylformylglycinamidine synthase	1032	1358
YGR061C	ADE6	2166832	PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE	6	1357
YGR061C	ADE6	2166833	Phosphoribosylformylglycinamidine synthase	184	250
YGR061C	ADE6	2166834	Phosphoribosylformylglycinamidine synthase	251	459
YGR061C	ADE6	2166835	Phosphoribosylformylglycinamidine synthase	849	1031
YGR061C	ADE6	2166836	PurL_repeat2	720	1005
YDR408C	ADE8	2128618	-	1	214
YDR408C	ADE8	2138878	Phosphoribosylglycinamide formyltransferase	3	211
YDR408C	ADE8	2138879	Formyl transferase, N-terminal	3	205
YDR408C	ADE8	2138880	Phosphoribosylglycinamide formyltransferase, active site	156	179
YDR408C	ADE8	2138881	Formyl transferase, N-terminal domain superfamily	3	209
YDR408C	ADE8	2138882	Phosphoribosylglycinamide formyltransferase	2	214
YDR408C	ADE8	2165282	Phosphoribosylglycinamide formyltransferase (Eurofung)	1	214
YDR408C	ADE8	2165283	Phosphoribosylglycinamide formyltransferase	3	208
YDR408C	ADE8	2165284	PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE	2	212
YOL086C	ADH1	2131452	-	154	295
YOL086C	ADH1	2137189	-	20	341
YOL086C	ADH1	2138180	Alcohol dehydrogenase-like, C-terminal	182	310
YOL086C	ADH1	2138181	Alcohol dehydrogenase-like, N-terminal	32	137
YOL086C	ADH1	2138182	Alcohol dehydrogenase, zinc-type, conserved site	66	80
YOL086C	ADH1	2138183	Polyketide synthase, enoylreductase domain	14	344
YOL086C	ADH1	2138184	GroES-like superfamily	11	166
YOL086C	ADH1	2138185	NAD(P)-binding domain superfamily	145	316
YOL086C	ADH1	2172614	CAD3	7	345
YOL086C	ADH1	2172615	Alcohol dehydrogenase AdhP	19	171
YOL086C	ADH1	2172616	Alcohol dehydrogenase AdhP	154	295
YOL086C	ADH1	2172617	ALCOHOL DEHYDROGENASE 1-RELATED	1	347
YMR303C	ADH2	2131165	-	154	295
YMR303C	ADH2	2136267	-	21	341
YMR303C	ADH2	2138186	Alcohol dehydrogenase-like, C-terminal	182	310
YMR303C	ADH2	2138187	Alcohol dehydrogenase-like, N-terminal	31	137
YMR303C	ADH2	2138188	Alcohol dehydrogenase, zinc-type, conserved site	66	80
YMR303C	ADH2	2138189	Polyketide synthase, enoylreductase domain	14	344
YMR303C	ADH2	2138190	GroES-like superfamily	8	166
YMR303C	ADH2	2138191	NAD(P)-binding domain superfamily	145	316
YMR303C	ADH2	2171878	CAD3	7	345
YMR303C	ADH2	2171879	Alcohol dehydrogenase AdhP	19	167
YMR303C	ADH2	2171880	ALCOHOL DEHYDROGENASE 1-RELATED	1	347
YMR303C	ADH2	2171881	Alcohol dehydrogenase AdhP	154	295
YMR083W	ADH3	2131257	-	48	368
YMR083W	ADH3	2131258	-	181	322
YMR083W	ADH3	2131259	Alcohol dehydrogenase-like, C-terminal	209	337
