SYSTEMATIC.name	Gene.proteins.secondaryIdentifier	PROTEINS.molecular_weight	PROTEINS.pI	PROTEINS.gravy_score	PROTEINS.aromaticity_score	PROTEINS.cai	PROTEINS.instability_index	PROTEINS.aliphatic_index
YBR050C	YBR050C	38751.0	8.28	-0.76	0.08	0.14	46.04	67.56
YBR051W	YBR051W	13442.9	9.89	0.36	0.17	0.11	54.37	97.61
YBR052C	YBR052C	22914.1	4.93	-0.15	0.11	0.15	27.89	81.24
YBR053C	YBR053C	40277.9	4.68	-0.27	0.11	0.17	40.88	83.0
YBR054W	YBR054W	38730.9	9.62	0.15	0.13	0.46	44.18	90.0
YBR055C	YBR055C	104234.4	8.16	-0.54	0.09	0.13	42.23	83.79
YBR056C-B	YBR056C-B	5742.7	8.69	-0.63	0.06	0.16	128.57	49.82
YBR056W	YBR056W	57812.5	6.43	-0.62	0.13	0.2	31.5	68.16
YBR056W-A	YBR056W-A	7326.8	5.46	-0.03	0.08	0.18	64.62	55.02
YBR057C	YBR057C	41423.7	5.79	-0.87	0.06	0.12	44.06	60.58
YBR058C	YBR058C	88601.8	4.86	-0.52	0.08	0.16	40.77	75.7
YBR058C-A	YBR058C-A	9581.3	9.0	0.27	0.21	0.12	47.75	82.58
YBR059C	YBR059C	123991.2	7.78	-0.83	0.06	0.15	56.14	62.42
YBR060C	YBR060C	71260.2	10.01	-0.71	0.08	0.14	42.8	69.71
YBR061C	YBR061C	34703.0	7.99	-0.39	0.09	0.14	44.8	77.74
YBR062C	YBR062C	20581.1	4.43	-0.74	0.07	0.14	60.72	66.2
YBR063C	YBR063C	46443.3	6.54	-0.38	0.09	0.13	44.79	82.95
YBR064W	YBR064W	16039.2	6.69	0.76	0.12	0.08	39.5	125.92
YBR065C	YBR065C	40946.2	10.16	-0.41	0.06	0.11	42.09	88.43
YBR066C	YBR066C	25030.1	10.51	-0.87	0.07	0.12	42.39	55.7
YBR067C	YBR067C	20716.8	3.94	0.26	0.05	0.45	43.75	86.35
YBR068C	YBR068C	67775.0	8.35	0.25	0.14	0.16	33.68	90.81
YBR069C	YBR069C	68760.1	7.8	0.25	0.12	0.15	36.15	95.17
YBR070C	YBR070C	27049.5	10.17	0.31	0.12	0.1	20.72	109.55
YBR071W	YBR071W	23549.4	8.48	-0.87	0.05	0.14	71.45	58.89
YBR072C-A	YBR072C-A	6150.3	12.4	-0.45	0.04	0.13	102.98	90.59
YBR072W	YBR072W	23874.8	5.15	-0.69	0.09	0.34	47.83	71.16
YBR073W	YBR073W	107977.7	9.68	-0.42	0.07	0.13	41.75	82.36
YBR074W	YBR074W	111023.0	6.51	-0.18	0.11	0.12	36.77	88.22
YBR075W	YBR075W	""	""	""	""	""	""	""
YBR076C-A	YBR076C-A	10631.8	10.16	0.57	0.2	0.09	53.33	98.54
YBR076W	YBR076W	41783.1	9.12	-0.63	0.14	0.14	37.13	64.56
YBR077C	YBR077C	18346.0	4.67	-0.24	0.09	0.14	30.68	89.04
YBR078W	YBR078W	43761.9	4.48	0.12	0.05	0.6	32.61	94.14
YBR079C	YBR079C	110332.4	6.21	-0.67	0.07	0.35	49.87	77.32
YBR080C	YBR080C	84059.1	8.18	-0.24	0.07	0.19	37.12	89.08
YBR081C	YBR081C	152529.2	4.48	-0.91	0.07	0.15	44.13	70.76
YBR082C	YBR082C	16453.9	6.51	-0.31	0.1	0.31	48.11	78.29
YBR083W	YBR083W	55158.0	7.75	-0.8	0.09	0.12	57.82	66.88
YBR084C-A	YBR084C-A	21736.8	11.91	-0.95	0.04	0.69	41.58	73.71
YBR084W	YBR084W	106228.6	9.02	-0.16	0.06	0.21	35.76	93.33
YBR085C-A	YBR085C-A	9401.6	5.02	-0.41	0.09	0.18	44.45	80.85
YBR085W	YBR085W	33333.4	10.38	0.09	0.11	0.2	19.14	83.69
YBR086C	YBR086C	105871.8	9.42	-0.21	0.1	0.18	36.44	83.9
YBR087W	YBR087W	39946.2	8.32	-0.06	0.05	0.15	39.8	107.05
YBR088C	YBR088C	28896.2	4.18	0.0	0.08	0.26	27.03	101.66
YBR089C-A	YBR089C-A	11485.2	10.54	-1.39	0.08	0.27	58.3	37.99
YBR089W	YBR089W	22097.6	8.86	0.05	0.08	0.11	42.2	95.09
YBR090C	YBR090C	14336.1	11.76	-0.33	0.14	0.08	59.85	72.42
YBR091C	YBR091C	12283.1	6.74	-0.41	0.09	0.07	50.71	63.64
YBR092C	YBR092C	52745.8	4.21	-0.37	0.14	0.35	30.58	66.87
YBR093C	YBR093C	52832.8	4.41	-0.41	0.14	0.46	31.28	65.64
YBR094W	YBR094W	86310.7	4.55	-0.42	0.11	0.18	35.77	81.52
YBR095C	YBR095C	48607.6	4.54	-0.63	0.05	0.15	60.86	88.59
YBR096W	YBR096W	27098.7	8.57	-0.13	0.17	0.21	37.71	75.65
YBR097W	YBR097W	166364.6	6.76	-0.12	0.1	0.14	40.34	95.46
YBR098W	YBR098W	78764.6	7.6	-0.73	0.07	0.11	51.42	73.86
YBR099C	YBR099C	14791.6	8.72	0.32	0.17	0.13	20.38	82.34
YBR100W	YBR100W	""	""	""	""	""	""	""
YBR101C	YBR101C	32592.6	4.67	-0.24	0.06	0.16	46.0	103.37
YBR102C	YBR102C	85540.9	8.12	-0.63	0.06	0.13	49.73	80.96
YBR103C-A	YBR103C-A	5609.7	10.83	-0.67	0.13	0.1	74.35	47.2
YBR103W	YBR103W	59131.5	4.57	-0.29	0.08	0.11	28.69	89.86
YBR104W	YBR104W	36564.7	9.7	-0.11	0.1	0.12	31.08	84.71
YBR105C	YBR105C	41241.4	6.74	-0.66	0.11	0.12	46.8	62.53
YBR106W	YBR106W	21142.2	9.65	-0.17	0.07	0.53	41.04	80.98
YBR107C	YBR107C	28059.5	4.86	-0.17	0.1	0.12	30.52	90.5
YBR108W	YBR108W	103880.3	9.74	-1.16	0.05	0.11	69.35	46.58
YBR109C	YBR109C	16115.9	3.92	-0.29	0.05	0.22	43.95	88.98
YBR109W-A	YBR109W-A	8562.3	9.79	0.75	0.14	0.14	36.48	120.29
YBR110W	YBR110W	51938.5	9.07	0.04	0.12	0.14	36.9	101.65
YBR111C	YBR111C	26085.3	6.3	-0.43	0.06	0.25	45.09	84.06
YBR111W-A	YBR111W-A	11077.6	4.22	-0.5	0.05	0.13	24.76	87.82
YBR112C	YBR112C	107160.9	4.65	-0.84	0.05	0.16	61.71	62.46
YBR113W	YBR113W	18113.1	10.26	0.3	0.09	0.13	40.96	100.65
YBR114W	YBR114W	91439.5	8.41	-0.6	0.08	0.16	52.05	76.08
YBR115C	YBR115C	155321.8	5.75	-0.26	0.09	0.21	28.38	86.22
YBR116C	YBR116C	20223.0	8.85	0.2	0.13	0.1	54.45	88.75
YBR117C	YBR117C	75016.0	6.05	-0.35	0.1	0.17	35.19	76.01
YBR118W	YBR118W	50045.3	9.58	-0.3	0.07	0.88	30.21	79.3
YBR119W	YBR119W	34405.7	10.85	-0.67	0.05	0.11	46.45	86.39
YBR120C	YBR120C	18692.0	10.54	-0.68	0.07	0.13	32.97	79.43
YBR121C	YBR121C	75325.4	5.64	-0.44	0.09	0.42	34.11	78.57
YBR121C-A	YBR121C-A	6239.7	10.8	0.35	0.13	0.12	37.68	103.3
YBR122C	YBR122C	20101.0	10.37	-0.93	0.07	0.17	53.09	65.84
YBR123C	YBR123C	73535.1	5.02	-0.55	0.09	0.14	39.67	76.72
YBR124W	YBR124W	13222.6	8.63	0.5	0.14	0.1	40.44	102.42
YBR125C	YBR125C	44175.2	7.42	-0.39	0.1	0.13	32.09	77.3
YBR126C	YBR126C	56136.2	6.0	-0.22	0.11	0.19	34.37	85.71
YBR126W-A	YBR126W-A	7758.1	6.94	-0.34	0.07	0.16	39.45	76.29
YBR126W-B	YBR126W-B	5177.3	11.19	-0.54	0.02	0.09	36.1	57.46
YBR127C	YBR127C	57728.7	4.69	-0.38	0.08	0.39	33.49	84.09
YBR128C	YBR128C	40469.3	9.67	-0.28	0.08	0.1	39.62	93.94
YBR129C	YBR129C	37742.1	8.32	-0.71	0.09	0.14	26.55	67.89
YBR130C	YBR130C	47421.4	9.28	-0.91	0.03	0.15	51.86	74.58
YBR131C-A	YBR131C-A	3681.3	9.74	-0.81	0.21	0.07	103.64	57.69
YBR131W	YBR131W	80710.9	4.89	-0.46	0.11	0.13	42.28	79.52
YBR132C	YBR132C	67261.4	7.22	0.23	0.14	0.14	37.02	93.91
YBR133C	YBR133C	95139.2	6.31	-0.37	0.1	0.13	48.16	87.42
YBR134W	YBR134W	15530.1	9.26	-0.32	0.14	0.1	31.94	61.7
YBR135W	YBR135W	17789.9	6.41	-0.99	0.1	0.14	74.89	59.21
YBR136W	YBR136W	273363.7	8.45	-0.22	0.11	0.14	38.77	93.44
YBR137W	YBR137W	20448.4	5.12	-0.38	0.11	0.16	51.61	74.75
YBR138C	YBR138C	60471.7	8.11	-0.87	0.06	0.13	53.38	75.86
YBR139W	YBR139W	57621.4	4.94	-0.33	0.13	0.15	40.5	73.28
YBR140C	YBR140C	350948.8	6.54	-0.12	0.1	0.14	43.77	93.26
YBR141C	YBR141C	38573.4	10.28	-0.47	0.07	0.11	41.17	87.37
YBR141W-A	YBR141W-A	3564.3	8.51	-0.09	0.06	0.04	106.76	67.65
YBR142W	YBR142W	87054.1	8.76	-0.58	0.05	0.18	38.27	87.35
YBR143C	YBR143C	48988.8	4.67	-0.34	0.1	0.33	25.26	84.24
YBR144C	YBR144C	12321.4	8.84	-0.1	0.17	0.11	50.87	68.18
YBR145W	YBR145W	37642.5	6.34	0.04	0.09	0.25	29.12	88.45
YBR146W	YBR146W	31952.8	10.88	-0.55	0.09	0.14	49.71	77.85
YBR147W	YBR147W	33493.8	5.11	0.48	0.12	0.11	38.88	117.67
YBR148W	YBR148W	70173.4	7.14	-1.0	0.07	0.17	39.82	67.34
YBR149W	YBR149W	38874.8	5.83	-0.29	0.09	0.2	34.49	92.02
YBR150C	YBR150C	126862.6	5.06	-0.6	0.1	0.14	48.82	73.38
YBR151W	YBR151W	35758.2	7.21	-0.41	0.08	0.15	39.94	81.94
YBR152W	YBR152W	33764.3	5.4	-1.54	0.05	0.15	50.14	46.15
YBR153W	YBR153W	27114.5	6.78	-0.17	0.07	0.09	44.62	92.75
YBR154C	YBR154C	25085.4	9.53	-0.5	0.09	0.26	53.17	72.8
YBR155W	YBR155W	44107.9	5.51	-0.72	0.08	0.18	42.02	71.95
YBR156C	YBR156C	79233.1	10.64	-1.01	0.05	0.13	54.56	64.64
YBR157C	YBR157C	28781.3	9.95	-0.96	0.09	0.13	59.91	51.19
YBR158W	YBR158W	62703.2	9.53	-0.37	0.07	0.13	50.72	87.02
YBR159W	YBR159W	38722.7	10.01	0.03	0.08	0.23	35.85	98.98
YBR160W	YBR160W	34064.8	8.55	-0.24	0.1	0.17	27.48	95.17
YBR161W	YBR161W	44393.4	9.45	-0.44	0.15	0.13	50.64	74.15
YBR162C	YBR162C	47968.8	4.26	-0.25	0.09	0.38	44.98	63.0
YBR162W-A	YBR162W-A	7374.9	11.02	-0.29	0.09	0.16	30.96	97.24
YBR163W	YBR163W	67567.3	7.26	-0.49	0.11	0.13	35.63	80.37
YBR164C	YBR164C	20427.5	4.55	-0.09	0.08	0.18	39.03	101.0
YBR165W	YBR165W	32202.9	8.83	-0.61	0.11	0.12	50.51	70.51
YBR166C	YBR166C	50917.7	6.57	-0.15	0.11	0.14	34.65	89.2
YBR167C	YBR167C	15820.5	9.94	-0.54	0.05	0.16	42.31	81.59
YBR168W	YBR168W	48584.9	8.99	-0.1	0.13	0.12	47.36	97.09
YBR169C	YBR169C	77607.4	5.29	-0.5	0.08	0.19	31.8	78.23
YBR170C	YBR170C	65763.8	5.5	-0.5	0.09	0.13	35.63	73.5
YBR171W	YBR171W	24231.2	7.34	-0.4	0.11	0.17	41.27	84.82
YBR172C	YBR172C	81404.9	9.41	-0.75	0.06	0.16	46.52	63.4
YBR173C	YBR173C	16754.0	4.78	-0.69	0.05	0.16	42.81	72.46
YBR174C	YBR174C	11456.4	6.74	-0.04	0.07	0.1	48.76	74.5
YBR175W	YBR175W	34745.1	5.93	0.07	0.09	0.09	35.86	92.61
YBR176W	YBR176W	34468.3	8.26	-0.04	0.08	0.14	37.28	84.33
YBR177C	YBR177C	51256.7	7.92	-0.42	0.12	0.17	32.51	73.11
YBR178W	YBR178W	14451.3	10.56	0.03	0.13	0.08	41.4	83.71
YBR179C	YBR179C	97804.9	7.0	-0.47	0.07	0.14	43.09	90.56
YBR180W	YBR180W	63416.4	9.04	0.26	0.12	0.12	40.42	94.94
YBR181C	YBR181C	27023.9	11.14	-0.77	0.06	0.85	37.15	76.14
YBR182C	YBR182C	49430.2	9.91	-0.63	0.06	0.11	57.34	65.26
YBR182C-A	YBR182C-A	7382.8	9.81	-0.06	0.12	0.12	27.36	85.34
YBR183W	YBR183W	36422.9	8.41	0.32	0.15	0.12	35.52	104.4
YBR184W	YBR184W	60654.7	8.76	-0.63	0.09	0.12	50.47	74.25
YBR185C	YBR185C	31827.6	10.47	-0.2	0.09	0.14	44.44	92.16
YBR186W	YBR186W	63450.0	5.71	-0.21	0.08	0.1	36.09	95.72
YBR187W	YBR187W	30333.8	5.11	0.54	0.09	0.16	30.4	104.06
YBR188C	YBR188C	15969.1	6.0	-0.99	0.04	0.1	34.66	75.63
YBR189W	YBR189W	22313.1	10.72	-0.65	0.07	0.81	51.48	79.19
YBR190W	YBR190W	11036.8	10.82	-0.46	0.08	0.12	65.33	52.85
YBR191W	YBR191W	18262.6	11.0	-0.61	0.08	0.69	36.39	69.71
YBR191W-A	YBR191W-A	3113.9	11.01	0.74	0.33	0.09	23.03	94.27
YBR192W	YBR192W	42120.2	10.14	-0.27	0.1	0.12	33.86	79.44
YBR193C	YBR193C	25261.5	5.15	-0.58	0.07	0.14	48.71	74.62
YBR194W	YBR194W	14245.3	10.88	-1.33	0.05	0.13	54.13	60.57
YBR195C	YBR195C	47346.1	5.36	-0.5	0.08	0.13	32.26	73.43
YBR196C	YBR196C	61289.6	6.42	-0.23	0.11	0.68	27.18	78.83
YBR196C-A	YBR196C-A	6258.5	9.43	0.81	0.35	0.12	76.38	82.97
YBR196C-B	YBR196C-B	3929.9	10.75	0.49	0.12	0.09	22.3	124.53
YBR197C	YBR197C	24207.5	9.67	-0.99	0.03	0.1	44.71	62.08
YBR198C	YBR198C	88967.7	7.44	-0.65	0.08	0.13	42.58	70.09
YBR199W	YBR199W	54525.2	4.47	-0.62	0.14	0.13	44.32	66.4
YBR200W	YBR200W	61612.0	8.97	-0.57	0.09	0.16	36.62	73.65
YBR200W-A	YBR200W-A	6466.0	10.84	0.31	0.13	0.08	47.16	91.89
YBR201C-A	YBR201C-A	7725.1	10.24	-0.21	0.16	0.12	45.29	58.67
YBR201W	YBR201W	24393.0	8.4	0.41	0.15	0.1	38.67	107.4
YBR202W	YBR202W	94921.1	4.91	-0.33	0.07	0.17	42.96	87.02
YBR203W	YBR203W	104661.6	10.14	-0.69	0.08	0.16	47.04	70.13
YBR204C	YBR204C	43282.2	6.51	-0.25	0.11	0.12	34.05	86.45
YBR205W	YBR205W	47490.8	9.01	-0.43	0.16	0.19	38.32	65.94
YBR206W	YBR206W	11842.7	8.98	-0.16	0.07	0.09	42.83	81.62
YBR207W	YBR207W	51412.3	5.3	0.14	0.11	0.14	42.66	97.34
YBR208C	YBR208C	201800.7	5.3	-0.18	0.09	0.19	37.21	86.88
YBR209W	YBR209W	12140.4	10.76	-0.33	0.12	0.09	35.29	78.98
YBR210W	YBR210W	16349.5	8.18	0.69	0.17	0.1	32.06	117.85
YBR211C	YBR211C	37444.1	4.51	-0.74	0.06	0.13	41.01	87.31
YBR212W	YBR212W	75026.8	8.29	-0.7	0.07	0.12	53.08	61.22
YBR213W	YBR213W	31914.1	6.26	-0.42	0.09	0.11	33.57	88.41
YBR214W	YBR214W	57195.9	9.29	-0.28	0.05	0.14	54.32	83.83
YBR215W	YBR215W	67790.3	9.93	-0.96	0.03	0.15	46.69	62.47
YBR216C	YBR216C	77730.1	5.25	-0.21	0.11	0.14	36.69	93.0
YBR217W	YBR217W	21105.0	6.78	-0.62	0.06	0.11	65.03	71.8
YBR218C	YBR218C	130152.0	6.47	-0.21	0.07	0.31	34.01	88.49
YBR219C	YBR219C	14795.6	9.78	0.35	0.17	0.09	36.71	95.58
YBR220C	YBR220C	63026.3	9.43	0.32	0.14	0.11	31.18	100.92
YBR221C	YBR221C	40044.9	4.95	-0.07	0.09	0.34	31.39	83.69
YBR221W-A	YBR221W-A	4090.9	12.22	-0.82	0.06	0.1	47.9	64.23
YBR222C	YBR222C	60502.3	9.65	-0.17	0.1	0.2	31.08	78.96
YBR223C	YBR223C	62338.9	8.27	-0.43	0.1	0.11	49.46	69.9
YBR223W-A	YBR223W-A	4385.3	12.98	0.28	0.1	0.03	42.31	94.51
YBR224W	YBR224W	19332.2	9.56	0.51	0.12	0.09	37.71	111.51
YBR225W	YBR225W	101241.5	8.35	-0.67	0.08	0.14	58.31	69.21
YBR226C	YBR226C	15810.9	9.57	0.17	0.14	0.09	50.73	94.77
YBR227C	YBR227C	57947.2	7.9	-0.34	0.06	0.17	32.87	94.2
YBR228W	YBR228W	35869.2	9.24	-0.53	0.1	0.11	42.61	70.65
YBR229C	YBR229C	110240.7	6.1	-0.34	0.13	0.17	38.04	76.6
YBR230C	YBR230C	14614.9	8.95	-0.22	0.08	0.18	42.44	82.37
YBR230W-A	YBR230W-A	7621.9	10.63	-0.54	0.11	0.09	31.67	56.05
YBR231C	YBR231C	34330.0	4.75	-1.12	0.06	0.11	67.67	64.92
YBR232C	YBR232C	12742.7	4.17	0.69	0.08	0.08	42.64	118.12
YBR233W	YBR233W	45782.7	7.76	-0.33	0.05	0.13	51.67	90.76
YBR233W-A	YBR233W-A	10844.3	5.14	-0.77	0.03	0.1	63.92	95.3
YBR234C	YBR234C	42473.4	7.06	-0.22	0.1	0.2	28.46	78.81
YBR235W	YBR235W	124011.8	8.71	0.11	0.1	0.12	39.25	96.25
YBR236C	YBR236C	50343.5	8.15	-0.68	0.11	0.16	54.7	65.9
YBR237W	YBR237W	96364.1	8.28	-0.64	0.06	0.13	47.93	78.44
YBR238C	YBR238C	83760.2	7.56	-0.55	0.1	0.24	40.53	71.25
YBR239C	YBR239C	60321.9	8.54	-0.46	0.08	0.13	45.0	75.96
YBR240C	YBR240C	51835.4	8.63	-0.37	0.09	0.1	45.82	76.96
YBR241C	YBR241C	53525.4	7.22	0.37	0.12	0.11	36.94	99.42
YBR242W	YBR242W	27575.9	6.92	-0.48	0.09	0.15	20.86	80.29
YBR243C	YBR243C	50374.4	8.51	0.59	0.13	0.13	32.97	114.65
YBR244W	YBR244W	18410.3	8.84	-0.44	0.13	0.2	25.49	71.07
YBR245C	YBR245C	131093.2	6.61	-0.74	0.09	0.19	40.68	76.4
YBR246W	YBR246W	43294.5	5.1	-0.2	0.09	0.12	41.92	83.29
YBR247C	YBR247C	55107.9	4.56	-0.63	0.09	0.2	43.66	74.13
YBR248C	YBR248C	61054.6	5.15	-0.34	0.1	0.16	35.41	80.68
YBR249C	YBR249C	39747.7	6.94	-0.27	0.05	0.53	34.81	86.87
YBR250W	YBR250W	59919.8	7.51	-0.34	0.11	0.14	50.48	82.68
YBR251W	YBR251W	34898.6	10.1	-0.55	0.1	0.14	35.78	73.43
YBR252W	YBR252W	15307.5	7.52	-0.01	0.05	0.18	16.41	89.37
YBR253W	YBR253W	13854.9	4.32	-0.33	0.04	0.1	34.66	93.45
YBR254C	YBR254C	19699.4	7.07	-0.41	0.11	0.1	42.71	73.85
YBR255C-A	YBR255C-A	13747.0	9.98	-0.33	0.1	0.17	50.18	76.48
YBR255W	YBR255W	79054.3	10.25	-0.79	0.06	0.11	47.34	72.59
YBR256C	YBR256C	26188.0	4.81	-0.09	0.07	0.16	44.28	96.56
YBR257W	YBR257W	32894.6	9.72	-0.61	0.1	0.13	36.8	85.19
YBR258C	YBR258C	16423.5	4.72	-1.07	0.07	0.14	48.74	66.41
YBR259W	YBR259W	80439.2	9.26	-0.31	0.13	0.13	40.75	86.41
YBR260C	YBR260C	74624.0	8.6	-0.47	0.06	0.15	46.68	81.19
YBR261C	YBR261C	26059.0	4.88	-0.33	0.08	0.13	29.71	81.45
YBR262C	YBR262C	12389.0	8.83	-0.63	0.13	0.11	23.58	69.99
YBR263W	YBR263W	53693.0	9.05	-0.27	0.08	0.28	34.77	80.69
YBR264C	YBR264C	21834.3	7.38	-0.11	0.07	0.07	37.34	93.03
YBR265W	YBR265W	35968.9	6.25	-0.05	0.1	0.15	43.8	90.49
YBR266C	YBR266C	16031.6	8.09	0.7	0.13	0.12	44.78	90.48
YBR267W	YBR267W	45854.0	6.02	-0.98	0.08	0.17	55.65	61.05
YBR268W	YBR268W	11955.9	10.47	-0.54	0.07	0.08	52.65	88.03
YBR269C	YBR269C	15505.6	8.45	-0.9	0.08	0.09	34.58	57.16
YBR270C	YBR270C	61224.3	9.01	-0.49	0.09	0.1	50.77	76.0
YBR271W	YBR271W	47954.0	4.6	-0.29	0.08	0.1	31.19	100.14
YBR272C	YBR272C	55517.0	4.45	-0.13	0.1	0.14	39.12	100.67
YBR273C	YBR273C	50022.4	6.29	-0.87	0.06	0.14	33.04	69.67
YBR274W	YBR274W	60008.3	6.2	-0.26	0.09	0.15	37.96	90.52
YBR275C	YBR275C	217911.8	6.52	-0.44	0.07	0.12	47.33	90.04
YBR276C	YBR276C	91682.0	7.11	-0.22	0.09	0.12	39.8	88.55
YBR277C	YBR277C	14654.1	9.01	0.61	0.15	0.1	39.51	92.37
YBR278W	YBR278W	22643.1	4.24	-0.76	0.04	0.12	63.23	77.97
YBR279W	YBR279W	51771.2	4.54	-1.08	0.06	0.18	54.33	69.27
YBR280C	YBR280C	70484.2	6.24	-0.47	0.1	0.12	42.81	68.02
YBR281C	YBR281C	98046.5	5.22	-0.22	0.09	0.17	40.51	92.42
YBR282W	YBR282W	16509.4	10.74	-0.7	0.11	0.14	20.53	61.91
YBR283C	YBR283C	53314.1	8.27	0.62	0.1	0.27	29.03	123.47
YBR284W	YBR284W	92895.7	6.69	-0.34	0.13	0.11	45.61	79.92
YBR285W	YBR285W	16811.0	7.44	-0.9	0.09	0.17	54.88	63.66
YBR286W	YBR286W	60114.7	4.95	-0.42	0.12	0.34	34.55	74.69
YBR287W	YBR287W	47493.6	4.53	0.44	0.1	0.19	37.93	115.86
YBR288C	YBR288C	54832.8	6.52	-0.32	0.1	0.12	30.55	88.46
YBR289W	YBR289W	102547.0	8.49	-0.91	0.05	0.12	63.08	69.88
YBR290W	YBR290W	35742.8	4.43	-0.55	0.08	0.11	47.83	75.8
YBR291C	YBR291C	32187.7	10.08	0.05	0.09	0.15	23.36	89.64
YBR292C	YBR292C	14429.2	10.18	0.11	0.15	0.12	57.52	94.57
YBR293W	YBR293W	51697.6	10.15	0.65	0.11	0.09	34.08	120.94
YBR294W	YBR294W	95946.6	6.78	0.03	0.12	0.13	35.0	89.94
YBR295W	YBR295W	131878.8	7.55	-0.03	0.06	0.15	42.71	91.72
YBR296C	YBR296C	62649.9	6.41	0.37	0.11	0.25	34.23	102.48
YBR296C-A	YBR296C-A	4519.4	11.0	-0.26	0.1	0.14	5.73	85.61
YBR297W	YBR297W	54195.2	7.56	-0.19	0.12	0.12	48.26	84.09
YBR298C	YBR298C	68258.5	5.45	0.1	0.12	0.16	39.34	85.68
YBR298C-A	YBR298C-A	8411.4	9.33	-0.02	0.05	0.09	44.59	104.79
YBR299W	YBR299W	68126.7	5.44	-0.67	0.15	0.23	30.0	59.6
YBR300C	YBR300C	18892.3	9.84	0.18	0.13	0.09	54.84	81.61
YBR301W	YBR301W	12844.7	4.96	0.25	0.09	0.66	17.01	92.99
YBR302C	YBR302C	45172.4	8.72	0.04	0.16	0.13	37.83	88.95
YCL001W	YCL001W	22272.4	8.61	0.06	0.15	0.24	42.74	90.9
YCL001W-A	YCL001W-A	17830.3	10.48	-0.38	0.08	0.16	28.62	89.19
YCL001W-B	YCL001W-B	9568.8	4.82	-0.65	0.06	0.09	28.45	89.52
YCL002C	YCL002C	30211.5	9.37	0.65	0.15	0.09	35.25	117.83
YCL003W	YCL003W	""	""	""	""	""	""	""
YCL004W	YCL004W	59398.0	10.15	-0.33	0.11	0.12	43.2	85.7
YCL005W	YCL005W	29025.9	8.22	0.1	0.11	0.1	37.69	93.22
YCL005W-A	YCL005W-A	8383.2	9.45	0.84	0.14	0.14	57.86	99.97
YCL006C	YCL006C	""	""	""	""	""	""	""
YCL007C	YCL007C	15487.5	11.0	-0.81	0.07	0.13	49.42	78.38
YCL008C	YCL008C	43315.7	5.48	-0.31	0.06	0.1	52.84	88.82
YCL009C	YCL009C	33982.2	6.51	-0.18	0.04	0.24	57.04	92.16
YCL010C	YCL010C	29375.4	5.12	-0.7	0.07	0.1	42.16	71.77
YCL011C	YCL011C	48725.5	6.13	-0.96	0.1	0.17	44.4	51.98
YCL012C	YCL012C	15591.1	9.63	-0.43	0.09	0.16	35.2	87.85
YCL012W	YCL012W	""	""	""	""	""	""	""
YCL013W	YCL013W	""	""	""	""	""	""	""
YCL014W	YCL014W	184697.4	6.04	-0.65	0.08	0.14	44.95	74.76
YCL016C	YCL016C	44068.2	6.45	-0.34	0.09	0.12	41.16	86.55
YCL017C	YCL017C	54470.8	8.35	-0.25	0.07	0.23	33.89	81.46
YCL018W	YCL018W	38946.2	5.48	-0.04	0.05	0.44	32.6	101.08
YCL021W	YCL021W	""	""	""	""	""	""	""
YCL021W-A	YCL021W-A	14618.2	9.47	-0.05	0.13	0.14	56.54	87.52
YCL022C	YCL022C	18908.1	8.31	0.54	0.17	0.08	41.86	87.15
YCL023C	YCL023C	13545.6	10.59	0.47	0.17	0.13	38.46	92.3
YCL024W	YCL024W	116485.1	9.18	-0.63	0.06	0.11	51.35	84.82
YCL025C	YCL025C	69669.0	6.97	0.23	0.12	0.25	34.97	93.05
YCL026C	YCL026C	""	""	""	""	""	""	""
YCL026C-A	YCL026C-A	21231.3	7.06	-0.17	0.08	0.27	48.89	84.09
YCL026C-B	YCL026C-B	20993.0	6.97	-0.2	0.09	0.29	41.65	77.79
YCL027W	YCL027W	57793.2	9.37	-0.6	0.08	0.1	48.22	71.31
YCL028W	YCL028W	42577.4	6.63	-1.14	0.07	0.18	43.67	31.19
YCL029C	YCL029C	51078.6	5.76	-1.04	0.06	0.13	55.02	61.62
YCL030C	YCL030C	87696.9	4.94	-0.19	0.07	0.27	36.5	92.28
YCL031C	YCL031C	34476.8	9.35	-0.64	0.1	0.16	35.02	71.68
YCL032W	YCL032W	38961.2	5.14	-0.66	0.05	0.12	55.1	75.45
YCL033C	YCL033C	19287.4	9.26	-0.65	0.1	0.12	53.7	62.43
YCL034W	YCL034W	39863.5	5.16	-0.68	0.08	0.1	47.05	76.06
YCL035C	YCL035C	12374.3	4.72	-0.25	0.05	0.19	40.5	102.89
YCL036W	YCL036W	64924.2	8.8	-0.49	0.09	0.1	32.23	73.46
YCL037C	YCL037C	48064.6	9.48	-1.02	0.06	0.28	68.18	51.09
YCL038C	YCL038C	58848.1	8.61	0.5	0.13	0.12	28.05	107.45
YCL039W	YCL039W	84500.3	6.1	-0.34	0.1	0.13	43.66	82.12
YCL040W	YCL040W	55367.0	6.13	-0.22	0.07	0.16	34.79	88.62
YCL041C	YCL041C	19065.2	9.59	0.58	0.18	0.1	43.77	93.69
YCL042W	YCL042W	13372.5	11.16	-0.75	0.08	0.06	52.59	56.37
YCL043C	YCL043C	58176.2	4.13	-0.25	0.11	0.4	40.03	80.22
YCL044C	YCL044C	47165.6	9.9	-0.44	0.08	0.13	43.37	81.4
